Title,Description,label
Spicy pork vindaloo,"A spicy Goan vindaloo curry made using pork fillet, loads of garlic, dried chilli peppers, ginger, cloves, turmeric and a whole array of other spices You can find Kashmiri chillies online or in Asian supermarkets - they ",indian
Punjabi chicken curry,"A traditional Punjabi curry that we grew up eating weekly and was passed down to my mum by my nan It's saucy and contains lots of tomato, garlic and ginger and tastes fantastic whether mild or very hot It's usually ",indian
Punjabi pakoras,Pakoras are a quick and simple treat that will delight the tastebuds and your guests alike The onion bhaji is probably the closest thing many people will have tried to the pakora My mum would make them on a ,indian
Chicken ruby curry,"Scrummy curry nice in your tummy This healthy recipe serves five and is best served with rice, chips, naan bread and poppadoms",indian
Aubergine and Potato Curry,"A slow cooker recipe for a very tasty curry This is an economical recipe, and is ideal when there is a vegetarian in the family The potatoes make it a filling dish, and the aubergines and mushrooms give it interest and ",indian
Red lentil and vegetable dhal,"Add extra vegetables to a traditional dhal, and it becomes a light and easy vegetarian meal that's low in fat Serve with Indian-style breads and natural yoghurt or raita",indian
Sweet and Spicy Chickpeas,Protein-packed canned chickpeas are ideal for nutritious vegetarian cuisine in a hurry Toss them in a spicy mixture then add to colourful vegetables Serve with couscous or warmed chapattis and plain ,indian
Vegetable Dhal,"Warm spices, creamy coconut milk, fresh tomatoes and courgettes combine to make this classic lentil dish that's ready to go in minutes Serve with Indian breads and thick, plain yoghurt Delicious",indian
"Naomi's chickpea, spinach and mushroom curry","For all those who love these vegetables, and even those who don't I first made it for my family, including my little sister who claimed that chickpeas, spinach and mushrooms were her 3 most hated ",indian
Spinach lamb curry,A rich and delicious lamb curry that features spinach I often double the recipe and freeze leftovers,indian
Cardamom rice,Aromatic cardamom lends its rich flavour to this simple but luxurious side dish,indian
Matthew's tuna curry,A really nice tuna curry made using ingredients you will always have in the cupboard You could also try this recipe with any other kind of flaky fish or meat,indian
Lamb jalfrezi,"A slow cooked lamb jalfrezi with incomparable flavour It cooks a long time, but the flavour that results is well worth the wait",indian
Super easy keema curry,"Turn simple minced meat into something brilliant in five easy steps, with plenty of control to make it as mild or as spicy as you want This keema recipe will work with almost any minced meat, including lamb, chicken ",indian
Tikka lamb chops,"Tandoori style lamb chops, marinated in a curry spiced yoghurt sauce, and then baked in the oven Use an additional 100g yoghurt and mix it with mint sauce for a lovely dip",indian
Indian pilau rice,"It does not take much more than basmati rice, fried onions and a few spices to make an amazing pilau rice",indian
"King prawn, mushroom and pea curry","Adapted from various other recipes found on the internet, I tried this in order to cook dinner for my wife and me last week as part of one of my fast days (when I restrict myself to 600 calories) The actual curry is ",indian
Crispy vegetable pakoras,"Serve with a spicy chilli or minty yoghurt sauce Try other vegetables too, such as sweet potatoes, broccoli and asparagus You can also use paneer",indian
Easy grilled naan ,Using your grill is a great way to make naan This naan recipe is deceptively easy You can choose to make garlic naan or plain naan Enjoy with your favourite curry,indian
Vegetable curry ,This flavourful vegetable curry is a treat on its own or served alongside your favourite meat curry Perfect for curry night or meat free Mondays,indian
Low fat curried chicken salad wrap,"I am always on the hunt for low fat but flavoursome sandwich fillings This is a speedy hassle-free twist on a traditional coronation chicken with extra salad Instead of mayonnaise, I use low fat or Greek yoghurt Yoghurt ",indian
Spicy filo triangles,"Here's a quick version of the popular Indian samosas, baked rather than deep-fried for a healthy, light result The crisp filo pastry parcels contain a curry-spiced vegetable filling, and they are served hot from the oven ",indian
Lamb shank rogan josh,This lamb shank recipe was initially given to me as a family favourite from a mate at work I've prepared it in a slow cooker and made it as easy as possible to prepare It has a fantastic flavour and the meat just falls off ,indian
Chicken Tikka Kebabs,"These are very tasty, they're the next best thing to takeaway kebabs, probably much healthier too My little girl thinks there a hit",indian
Fragrant lamb with spinach,"This enticing curry is warmly spiced rather than fiery hot with chillies Serve it with basmati rice, chapattis and a fresh tomato and cucumber chutney for a healthy Indian-style meal",indian
Lamb and lentil slow cooker curry,"I wanted a quick and easy meal to prepare for the slow cooker which was a tasty and economical treat to come home to Lamb is cooked tender and tasty with full flavours from Heinz Lentil Soup, curry powder and ",indian
Turkey Curry,"Turkey might not be found in a classic curry, but it sure is tasty I get turkey a lot because it is usually cheaper than chicken breasts This turkey curry is a good go-to recipe when your family is craving a good curry for ",indian
Slow cooker chicken and spinach curry,This Indian chicken curry takes about 20 minutes to prepare The slow cooker does all the rest You just need to add the fresh spinach and yoghurt about 15 to 20 minutes before you are ready to serve,indian
Indian chole aloo tikki ,"This is a delicious Indian recipe, vegetarian chickpeas over small potato cakes, seasoned with curry and garlic Works well as a starter for four, or as a vegetarian and vegan main for two",indian
Classic chicken balti,I like balti curries as for me they are a blend between Chinese stir fries and Indian curries - they are not really of course Here's my take on chicken balti It is actually not as bad as the list looks as it is really a ,indian
Quick nariyal burfi (Indian coconut sweet),"A traditional Indian sweet made with desiccated coconut, almonds and condensed milk No boiling water and sugar or use of a sugar thermometer in this recipe",indian
Pork curry with coconut and lemongrass,"Succulent chunks of pork, coated in a spicy yoghurt marinade, are baked then simmered in a light, lemony coconut broth Try serving with plain boiled rice",indian
"Indian chicken curry, fit for a king","A long time ago, an Indian lady taught me how to make this recipe It's simple and tastes delicious with rice You can use mutton instead of the chicken",indian
